id,speaker,headline,month_filmed,year_filmed,event,duration,date_published,views_as_of_06162017
1918,Esta Soler,How we turned the tide on domestic violence (Hint: the Polaroid helped),12,2013,TEDWomen 2013,0:11:10,2/3/2014,1022314
1919,Dan Berkenstock,"The world is one big dataset. Now, how to photograph it ...",10,2013,TED@BCG San Francisco,0:09:44,2/4/2014,831008
1920,Teddy Cruz,How architectural innovations migrate across borders,6,2013,TEDGlobal 2013,0:13:14,2/5/2014,686415
1921,Aparna Rao,Art that craves your attention,8,2013,TED Fellows Retreat 2013,0:08:56,2/7/2014,1052237
1922,Alex Wissner-Gross,A new equation for intelligence,11,2013,TEDxBeaconStreet,0:11:48,2/6/2014,1960124
1923,Clayton Cameron,A-rhythm-etic. The math behind the beats,11,2013,TEDYouth 2013,0:05:57,3/11/2014,1052210
1924,David Puttnam,"Does the media have a ""duty of care""?",6,2013,TEDxHousesOfParliament,0:10:41,2/10/2014,865590
1925,Yann Dall'Aglio,Love -- you're doing it wrong,10,2012,TEDxParis 2012,0:10:42,2/14/2014,3757920
1926,Leyla Acaroglu,Paper beats plastic? How to rethink environmental folklore,2,2013,TED2013,0:18:07,2/11/2014,1213743
1927,Chris McKnett,The investment logic for sustainability,11,2013,TED@State Street Boston,0:12:19,2/12/2014,950806
1928,Rupal Patel,"Synthetic voices, as unique as fingerprints",12,2013,TEDWomen 2013,0:11:44,2/13/2014,847071
1929,Michael Metcalfe,We need money for aid. So let’s print it.,11,2013,TED@State Street Boston,0:14:24,2/26/2014,752143
1930,Roselinde Torres,What it takes to be a great leader,10,2013,TED@BCG San Francisco,0:09:19,2/19/2014,3537689
1931,Christopher Ryan,Are we designed to be sexual omnivores?,2,2013,TED2013,0:14:02,2/20/2014,1957114
1932,Ash Beckham,We're all hiding something. Let's find the courage to open up,9,2013,TEDxBoulder,0:09:22,2/21/2014,2600962
1933,Catherine Bracy,Why good hackers make good citizens,9,2013,TEDCity2.0,0:09:50,2/25/2014,841928
1934,Ajit Narayanan,A word game to communicate in any language,2,2013,TED2013,0:15:43,3/10/2014,1245360
1935,Siddharthan Chandran,Can the damaged brain repair itself?,6,2013,TEDGlobal 2013,0:15:57,2/24/2014,985773
1936,Henry Lin,"What we can learn from galaxies far, far away",11,2013,TEDYouth 2013,0:06:43,2/27/2014,1292416
1937,Annette Heuser,The 3 agencies with the power to make or break economies,6,2013,TEDGlobal 2013,0:09:49,2/28/2014,1205035
1938,Philip Evans,How data will transform business,10,2013,TED@BCG San Francisco,0:13:57,3/4/2014,1363073
1939,Mary Lou Jepsen,Could future devices read images from our brains?,2,2013,TED2013,0:10:26,3/3/2014,921104
1940,Christopher Soghoian,Government surveillance -- this is just the beginning,8,2013,TED Fellows Retreat 2013,0:08:18,3/5/2014,813940
1941,Manu Prakash,A 50-cent microscope that folds like origami,6,2012,TEDGlobal 2012,0:09:21,3/7/2014,1737847
1942,Gabe Barcia-Colombo,My DNA vending machine,8,2013,TED Fellows Retreat 2013,0:04:56,3/6/2014,789565
1943,Anne-Marie Slaughter,"Can we all ""have it all""?",6,2013,TEDGlobal 2013,0:17:11,3/12/2014,1362248
1944,Toby Shapshak,You don't need an app for that,6,2013,TEDGlobal 2013,0:07:54,3/13/2014,1467661
1945,Carin Bondar,The birds and the bees are just the beginning,6,2013,TEDGlobal 2013,0:09:47,3/14/2014,2352897
1946,Daniel Reisel,The neuroscience of restorative justice,2,2013,TED2013,0:14:35,3/18/2014,721052
1947,Norman Spack,How I help transgender teens become who they want to be,11,2013,TEDxBeaconStreet,0:16:53,4/16/2014,1235319
1948,Steven Pinker and Rebecca Newberger Goldstein,The long reach of reason,2,2012,TED2012,0:15:24,3/17/2014,969603
1949,Charmian Gooch,My wish: To launch a new era of openness in business,3,2014,TED2014,0:16:11,3/20/2014,752006
1950,Edward Snowden,Here's how we take back the Internet,3,2014,TED2014,0:35:02,3/19/2014,3976792
1951,Chris Hadfield,What I learned from going blind in space,3,2014,TED2014,0:18:22,3/19/2014,4511740
1952,Richard Ledgett,The NSA responds to Edward Snowden’s TED Talk,3,2014,TED2014,0:33:30,3/21/2014,1180049
1953,Larry Page,Where’s Google going next?,3,2014,TED2014,0:23:30,3/21/2014,2259658
1954,Ziauddin Yousafzai,"My daughter, Malala",3,2014,TED2014,0:16:36,3/24/2014,2063135
1955,Ed Yong,Zombie roaches and other parasite tales,3,2014,TED2014,0:13:14,3/26/2014,1589139
1956,Bran Ferren,"To create for the ages, let's combine art and engineering",3,2014,TED2014,0:20:12,3/25/2014,1023042
1957,Jennifer Golbeck,"The curly fry conundrum: Why social media ""likes"" say more than you might think",10,2013,TEDxMidAtlantic 2013,0:09:55,4/3/2014,1973410
1958,Del Harvey,Protecting Twitter users (sometimes from themselves),3,2014,TED2014,0:09:19,3/27/2014,873054
1959,Hugh Herr,"The new bionics that let us run, climb and dance",3,2014,TED2014,0:19:00,3/28/2014,7218049
1960,Lawrence Lessig,The unstoppable walk to political reform,3,2014,TED2014,0:13:44,4/4/2014,1087880
1961,Geena Rocero,Why I must come out,3,2014,TED2014,0:09:59,3/31/2014,3097208
1962,TED staff,"It's TED, the Musical",3,2014,TED in the Field,0:04:37,4/1/2014,733454
1963,Allan Adams,The discovery that could rewrite physics,3,2014,TED2014,0:04:42,4/1/2014,1713909
1964,Bill and Melinda Gates,Why giving away our wealth has been the most satisfying thing we've done,3,2014,TED2014,0:25:00,4/2/2014,2951836
1965,Christopher Emdin,Teach teachers how to create magic,10,2013,TED@NYC,0:06:54,4/8/2014,1949118
1966,Amanda Burden,How public spaces make cities work,3,2014,TED2014,0:18:28,4/7/2014,1038942
1969,Louie Schwartzberg,Hidden miracles of the natural world,3,2014,TED2014,0:07:24,4/9/2014,6543959
1971,David Sengeh,The sore problem of prosthetic limbs,3,2014,TED2014,0:04:43,4/10/2014,736326
1972,Gabby Giffords and Mark Kelly,Be passionate. Be courageous. Be your best.,3,2014,TED2014,0:18:48,4/11/2014,1041039
1973,David Brooks,Should you live for your résumé ... or your eulogy?,3,2014,TED2014,0:05:01,4/14/2014,2240707
1974,Jennifer Senior,"For parents, happiness is a very high bar",3,2014,TED2014,0:18:11,4/15/2014,1869268
1976,Jeremy Kasdin,The flower-shaped starshade that might help us detect Earth-like planets,3,2014,TED2014,0:06:38,4/17/2014,1259817
1977,Matthew Carter,My life in typefaces,3,2014,TED2014,0:16:01,4/18/2014,1103471
1978,Sarah Lewis,Embrace the near win,3,2014,TED2014,0:11:41,4/21/2014,2229399
1979,Michel Laberge,How synchronized hammer strikes could generate nuclear fusion,3,2014,TED2014,0:12:50,4/22/2014,1029324
1981,Hamish Jolly,A shark-deterrent wetsuit (and it's not what you think),10,2013,TEDxPerth,0:12:32,4/23/2014,2488311
1982,Will Marshall,Tiny satellites show us the Earth as it changes in near-real-time,3,2014,TED2014,0:08:01,11/18/2014,1681764
1983,Elizabeth Gilbert,"Success, failure and the drive to keep creating",3,2014,TED2014,0:07:18,4/25/2014,3478467
1984,James Patten,The best computer interface? Maybe ... your hands,8,2013,TED Fellows Retreat 2013,0:06:12,4/24/2014,1024002
1985,Wendy Chung,Autism -- what we know (and what we don't know yet),3,2014,TED2014,0:15:35,4/28/2014,2213621
1986,David Epstein,"Are athletes really getting faster, better, stronger?",3,2014,TED2014,0:14:53,4/29/2014,2767983
1987,Andrew Bastawrous,Get your next eye exam on a smartphone,3,2014,TED2014,0:06:33,4/30/2014,1040556
1988,Gavin Schmidt,The emergent patterns of climate change,3,2014,TED2014,0:12:10,5/1/2014,1137790
1989,Sarah Jones,What does the future hold? 11 characters offer quirky answers,3,2014,TED2014,0:18:36,5/2/2014,1475619
1990,Mellody Hobson,Color blind or color brave?,3,2014,TED2014,0:14:14,5/5/2014,2136724
1991,Marco Tempest,"And for my next trick, a robot",3,2014,TED2014,0:06:18,5/6/2014,1657903
1992,Stanley McChrystal,The military case for sharing knowledge,3,2014,TED2014,0:06:44,5/7/2014,983865
1993,Randall Munroe,"Comics that ask ""what if?""",3,2014,TED2014,0:09:29,5/8/2014,2470647
1994,Mark Ronson,How sampling transformed music,3,2014,TED2014,0:16:50,5/9/2014,2996199
1995,Deborah Gordon,"What ants teach us about the brain, cancer and the Internet",3,2014,TED2014,0:14:09,5/13/2014,1368203
1996,William Black,"How to rob a bank (from the inside, that is)",9,2013,TEDxUMKC,0:18:48,5/12/2014,1493704
1997,Kevin Briggs,The bridge between suicide and life,3,2014,TED2014,0:14:13,5/14/2014,2440642
1998,Simon Sinek,Why good leaders make you feel safe,3,2014,TED2014,0:11:59,5/19/2014,6236929
1999,Sebastian Junger,Why veterans miss war,1,2014,TEDSalon NY2014,0:13:08,5/23/2014,2240647
2000,Rives,The Museum of Four in the Morning,3,2014,TEDActive 2014,0:14:04,5/16/2014,1780120
2001,Sara Lewis,The loves and lies of fireflies,3,2014,TED2014,0:13:51,7/1/2014,954193
2002,Tristram Wyatt,The smelly mystery of the human pheromone,9,2013,TEDxLeuvenSalon,0:14:53,5/15/2014,1171095
2003,Jackie Savitz,"Save the oceans, feed the world!",10,2013,TEDxMidAtlantic 2013,0:11:10,5/20/2014,1175485
2004,Stephen Friend,"The hunt for ""unexpected genetic heroes""",3,2014,TED2014,0:10:39,5/29/2014,952804
2005,Andrew Solomon,How the worst moments in our lives make us who we are,3,2014,TED2014,0:20:27,5/21/2014,4601138
2006,Jon Mooallem,How the teddy bear taught us compassion,3,2014,TED2014,0:14:16,5/27/2014,1096063
2007,Chris Kluwe,How augmented reality will change sports ... and build empathy,3,2014,TED2014,0:09:11,5/22/2014,1181967
2008,Wes Moore,How to talk to veterans about the war,1,2014,TEDSalon NY2014,0:14:27,5/23/2014,920388
2009,Kitra Cahana,A glimpse of life on the road,3,2014,TED2014,0:05:00,5/28/2014,1437519
2010,Sting,How I started writing songs again,3,2014,TED2014,0:23:15,5/30/2014,1899329
2011,Kwame Anthony Appiah,Is religion good or bad? (This is a trick question),3,2014,TEDSalon NY2014,0:14:40,6/16/2014,1534023
2012,Dan Gilbert,The psychology of your future self,3,2014,TED2014,0:06:49,6/3/2014,3312208
2013,Stephen Burt,Why people need poetry,6,2013,TEDGlobal 2013,0:13:12,6/4/2014,1097835
2014,Robert Full,"The secrets of nature's grossest creatures, channeled into robots",3,2014,TED2014,0:05:07,6/5/2014,1221410
2015,Ray Kurzweil,Get ready for hybrid thinking,3,2014,TED2014,0:09:52,6/2/2014,1904625
2016,Yoruba Richen,What the gay rights movement learned from the civil rights movement,3,2014,TED2014,0:17:42,6/6/2014,689336
2017,Stella Young,"I'm not your inspiration, thank you very much",4,2014,TEDxSydney,0:09:16,6/9/2014,2384817
2018,Will Potter,The shocking move to criminalize nonviolent protest,3,2014,TED2014,0:04:33,6/11/2014,1016257
2019,Keren Elazari,Hackers: the Internet's immune system,3,2014,TED2014,0:16:39,6/10/2014,2067788
2020,Uri Alon,Why truly innovative science demands a leap into the unknown,6,2013,TEDGlobal 2013,0:15:52,6/12/2014,997833
2021,AJ Jacobs,The world's largest family reunion ... we're all invited!,3,2014,TEDActive 2014,0:09:45,6/13/2014,1097401
2022,Anne Curzan,"What makes a word ""real""?",3,2014,TEDxUofM,0:17:13,6/17/2014,1589688
2023,Ruth Chang,How to make hard choices,3,2014,TEDSalon NY2014,0:14:41,6/18/2014,4754155
2024,Zak Ebrahim,I am the son of a terrorist. Here's how I chose peace.,3,2014,TED2014,0:09:10,9/9/2014,4353955
2025,Pico Iyer,The art of stillness,8,2014,TEDSalon NY2014,0:15:37,11/26/2014,2571512
2026,Avi Reichental,What’s next in 3D printing,3,2014,TED2014,0:09:04,9/18/2014,2510124
2027,David Kwong,Two nerdy obsessions meet -- and it's magic,3,2014,TED2014,0:11:43,7/11/2014,1631661
2028,Jamila Lyiscott,3 ways to speak English,2,2014,TEDSalon NY2014,0:04:29,6/19/2014,3841949
2029,Shaka Senghor,Why your worst deeds don’t define you,3,2014,TED2014,0:12:00,6/23/2014,1420835
2030,Lorrie Faith Cranor,What’s wrong with your pa$$w0rd?,3,2014,TEDxCMU,0:17:41,6/24/2014,1453028
2031,Billy Collins,Two poems about what dogs think (probably),3,2014,TED2014,0:04:02,6/20/2014,1513104
2032,Naomi Oreskes,Why we should trust scientists,3,2014,TEDSalon NY2014,0:19:14,6/25/2014,1060115
2033,Ge Wang,The DIY orchestra of the future,3,2014,TEDxStanford,0:17:36,6/26/2014,1165579
2034,Julian Treasure,How to speak so that people want to listen,6,2013,TEDGlobal 2013,0:09:58,6/27/2014,19512254
2035,Chris Domas,The 1s and 0s behind cyber warfare,10,2013,TEDxColumbus,0:16:45,6/30/2014,987747
2036,Simon Anholt,Which country does the most good for the world?,6,2014,TEDSalon Berlin 2014,0:17:54,7/2/2014,4043308
2037,Paul Bloom,Can prejudice ever be a good thing?,2,2014,TEDSalon NY2014,0:16:23,7/3/2014,1058086
2038,George Takei,Why I love a country that once betrayed me,6,2014,TEDxKyoto,0:15:58,7/4/2014,1862220
2039,Margaret Gould Stewart,"How giant websites design for you (and a billion others, too)",3,2014,TED2014,0:12:56,8/5/2014,1561069
2041,Joi Ito,"Want to innovate? Become a ""now-ist""",3,2014,TED2014,0:12:31,7/7/2014,2014229
2042,Karima Bennoune,When people of Muslim heritage challenge fundamentalism,3,2014,TEDxExeter,0:20:05,7/10/2014,1419021
2043,Nicholas Negroponte,A 30-year history of the future,3,2014,TED2014,0:19:43,7/8/2014,1857697
2044,Renata Salecl,Our unhealthy obsession with choice,6,2013,TEDGlobal 2013,0:15:02,7/9/2014,1426426
2045,David Chalmers,How do you explain consciousness?,3,2014,TED2014,0:18:37,7/14/2014,2083957
2046,Nikolai Begg,A tool to fix one of the most dangerous moments in surgery,11,2013,TEDxBeaconStreet,0:09:21,7/15/2014,1325866
2047,Shih Chieh Huang,Sculptures that’d be at home in the deep sea,3,2014,TED2014,0:05:14,7/16/2014,824856
2048,Heather Barnett,What humans can learn from semi-intelligent slime,6,2014,TEDSalon Berlin 2014,0:12:11,7/17/2014,926729
2049,Ze Frank,Are you human?,3,2014,TED2014,0:04:34,7/18/2014,3982224
2050,Shai Reshef,An ultra-low-cost college degree,3,2014,TED2014,0:10:48,8/4/2014,4470427
2052,Janet Iwasa,How animations can help scientists test a hypothesis,3,2014,TED2014,0:05:06,8/7/2014,824318
2053,Hubertus Knabe,The dark secrets of a surveillance state,6,2014,TEDSalon Berlin 2014,0:19:34,8/6/2014,1173967
2054,Megan Washington,Why I live in mortal dread of public speaking,4,2014,TEDxSydney,0:12:58,8/8/2014,1633310
2055,Nick Hanauer,"Beware, fellow plutocrats, the pitchforks are coming",8,2014,TEDSalon NY2014,0:20:22,8/12/2014,1589303
2056,Talithia Williams,Own your body's data,2,2014,TEDxClaremontColleges,0:17:03,8/11/2014,1289449
2057,Dan Pacholke,How prisons can help inmates live meaningful lives,3,2014,TEDxMonroeCorrectionalComplex,0:10:32,8/13/2014,805231
2059,Clint Smith,The danger of silence,7,2014,TED@NYC,0:04:18,8/15/2014,3695300
2060,Eric Liu,Why ordinary people need to understand power,9,2013,TEDCity2.0,0:17:15,8/14/2014,1768734
2061,Tim Berners-Lee,A Magna Carta for the web,3,2014,TED2014,0:06:43,8/18/2014,1044807
2062,Jarrett J. Krosoczka,Why lunch ladies are heroes,7,2014,TED@NYC,0:05:24,8/20/2014,1244753
2063,Ziyah GaficÌ,"Everyday objects, tragic histories",3,2014,TED2014,0:04:32,8/22/2014,993048
2064,Aziza Chaouni,"How I brought a river, and my city, back to life",3,2014,TED2014,0:05:39,8/19/2014,650506
2065,Rose Goslinga,"Crop insurance, an idea worth seeding",6,2014,TEDSalon Berlin 2014,0:10:04,8/26/2014,546374
2066,Laurel Braitman,"Depressed dogs, cats with OCD -- what animal madness means for us humans",8,2014,TEDSalon NY2014,0:19:29,8/21/2014,1348334
2067,Martin Rees,Can we prevent the end of the world?,3,2014,TED2014,0:06:52,8/25/2014,1212082
2068,Meera Vijayann,Find your voice against gender violence,6,2014,TEDxHousesOfParliament,0:13:58,8/27/2014,869899
2069,Andrew Connolly,What's the next window into our universe?,3,2014,TED2014,0:17:39,9/16/2014,1219456
2070,Isabel Allende,How to live passionately--no matter your age,3,2014,TED2014,0:08:16,9/3/2014,3151931
2071,Jill Shargaa,"Please, please, people. Let's put the 'awe' back in 'awesome'",7,2014,TED@NYC,0:06:13,8/29/2014,1476389
2072,Jim Holt,Why does the universe exist?,3,2014,TED2014,0:17:17,9/2/2014,2750177
2073,Sally Kohn,Don't like clickbait? Don't click,7,2014,TED@NYC,0:04:36,8/28/2014,1166191
2074,Colin Grant,How our stories cross over,10,2012,TEDxBrighton,0:17:25,9/5/2014,866910
2075,Shubhendu Sharma,"An engineer's vision for tiny forests, everywhere",3,2014,TED2014,0:04:22,9/4/2014,1088564
2076,Rishi Manchanda,What makes us get sick? Look upstream,8,2014,TEDSalon NY2014,0:18:13,9/15/2014,1362957
2077,Nancy Kanwisher,A neural portrait of the human mind,3,2014,TED2014,0:17:40,10/2/2014,1052458
2078,Dan Barasch,A park underneath the hustle and bustle of New York City,7,2014,TED@NYC,0:06:17,9/10/2014,852563
2088,Antonio Donato Nobre,The magic of the Amazon: A river that flows invisibly all around us,11,2010,TEDxAmazonia,0:21:35,9/19/2014,962073
2089,Uldus Bakhtiozina,Wry photos that turn stereotypes upside down,3,2014,TED2014,0:04:03,9/12/2014,1448784
2090,Hans and Ola Rosling,How not to be ignorant about the world,6,2014,TEDSalon Berlin 2014,0:19:05,9/11/2014,3591748
2091,Mac Barnett,Why a good book is a secret door,6,2014,TEDxSonomaCounty,0:16:59,9/17/2014,1587868
2092,Moshe Safdie,How to reinvent the apartment building,3,2014,TED2014,0:05:46,9/26/2014,1570314
2093,Lord Nicholas Stern,The state of the climate -- and what we might do about it,9,2014,TED@Unilever,0:16:33,9/22/2014,765408
2094,Kenneth Cukier,Big data is better data,6,2014,TEDSalon Berlin 2014,0:15:51,9/23/2014,1267670
2095,Eman Mohammed,The courage to tell a hidden story,3,2014,TED2014,0:04:12,9/24/2014,1262454
2096,Matthew O'Reilly,"""Am I dying?"" The honest answer.",7,2014,TED@NYC,0:05:33,9/25/2014,1906882
2097,Francis de los Reyes,Sanitation is a basic human right,8,2013,TED Fellows Retreat 2013,0:08:21,9/29/2014,737361
2098,Gail Reed,Where to train the world's doctors? Cuba.,9,2014,TEDMED 2014,0:17:08,10/1/2014,766699
2099,Susan Colantuono,The career advice you probably didn’t get,11,2013,TEDxBeaconStreet,0:13:57,9/30/2014,3332901
2100,Daria van den Bercken,Why I take the piano on the road â€¦ and in the air,6,2014,TEDSalon Berlin 2014,0:09:30,10/3/2014,894357
2101,Thomas Piketty,New thoughts on capital in the twenty-first century,6,2014,TEDSalon Berlin 2014,0:21:00,10/6/2014,1325855
2102,Meaghan Ramsey,Why thinking you're ugly is bad for you,9,2014,TED@Unilever,0:12:02,10/7/2014,3473911
2103,Jeff Iliff,One more reason to get a good night's sleep,9,2014,TEDMED 2014,0:11:41,10/13/2014,3611085
2104,Pia Mancini,How to upgrade democracy for the Internet era,10,2014,TEDGlobal 2014,0:13:24,10/8/2014,1203036
2105,Dilip Ratha,The hidden force in global economics: sending money home,10,2014,TEDGlobal 2014,0:16:59,10/9/2014,1263868
2106,Glenn Greenwald,Why privacy matters,10,2014,TEDGlobal 2014,0:20:37,10/10/2014,1907790
2107,Alessandra Orofino,It’s our city. Let’s fix it,10,2014,TEDGlobal 2014,0:15:15,11/3/2014,723789
2108,Myriam Sidibe,The simple power of hand-washing,9,2014,TED@Unilever,0:11:41,10/14/2014,1003827
2109,Jorge Soto,The future of early cancer detection?,10,2014,TEDGlobal 2014,0:11:17,10/15/2014,1191802
2110,Melissa Fleming,"Let's help refugees thrive, not just survive",10,2014,TEDGlobal 2014,0:16:08,10/16/2014,1080112
2111,Kitra Cahana,"My father, locked in his body but soaring free",9,2014,TEDMED 2014,0:12:38,10/17/2014,1100975
2112,Susan Etlinger,What do we do with all this big data?,9,2014,TED@IBM,0:12:23,10/20/2014,1189344
2113,Fred Swaniker,"The leaders who ruined Africa, and the generation who can fix it",10,2014,TEDGlobal 2014,0:13:26,10/21/2014,1226034
2114,Joy Sun,Should you donate differently?,7,2014,TED@NYC,0:07:35,10/22/2014,1205339
